epoch,variant,train_loss_d,train_loss_g,train_loss_g_gan,train_loss_g_l1,train_loss_geom,val_loss_d,val_loss_g,val_loss_g_gan,val_loss_g_l1,val_loss_geom,val_mae,val_psnr,val_ssim,val_rotation_error
1,baseline,0.13938710114232053,19.737323047470873,0.836524148056977,0.18900799006223679,0.0,0.27355661038039386,8.407995787219726,0.13766323488907536,0.08270332549253236,0.0,0.04135166271927132,23.42424848805303,0.40189929284911224,0.02364429050003705
2,baseline,0.16504735866711087,11.13065904422398,0.7568954495019722,0.10373763571472934,0.0,0.2682339577139288,13.747265245603478,0.16603257669054944,0.13581232688781145,0.0,0.06790616309297258,17.829679069311723,0.29775196772770607,0.035837518064764096
3,baseline,0.17876450692976478,10.588406350490821,0.759525740260843,0.09828880603296043,0.0,0.22457890860412433,8.818891687669616,0.2479553622180137,0.08570936308714791,0.0,0.04285468146258938,23.05807796077452,0.38219689340263174,0.0282772744708843
4,baseline,0.09532015016778325,10.45781835152285,0.900783094937784,0.09557035233635101,0.0,0.23480654108351556,8.851681819860486,0.3242362679346748,0.08527445542099683,0.0,0.04263722776448813,22.62168905009394,0.46421582068222156,0.025346487524338823
5,baseline,0.05247667687945068,10.123686296226335,0.9871973090254478,0.09136488919493056,0.0,0.2604355805593988,7.786967882211657,0.3816528387259746,0.07405315012927505,0.0,0.03702657507813495,24.012091038883597,0.5363900854751684,0.01656663824763635
6,baseline,0.018503851956606292,9.776152555089798,1.0169171186259194,0.08759235422106555,0.0,0.2930358145116032,8.510937016943227,0.569784235911093,0.0794115281947281,0.0,0.03970576415135377,23.836194484130196,0.5760444590578908,0.02300438170145819
7,baseline,0.015753420217669685,9.556396400841484,1.018566547519099,0.08537829893022558,0.0,0.2501714454180952,8.320603598719059,0.5038858716902526,0.07816717706188775,0.0,0.03908358855793873,23.51058386374211,0.44330922600583755,0.018745176278162693
8,baseline,0.013327230356062633,9.255987160397272,1.0173105493079138,0.08238676677111291,0.0,0.26413468174312427,7.816031525100487,0.3396232160537139,0.07476408293713695,0.0,0.037382041441573616,23.92157186632571,0.5536854429089505,0.014672186650821695
9,baseline,0.008364625790931394,9.023131722081317,1.0068136719021483,0.08016318077371068,0.0,0.2778396096782408,7.989310292230136,0.3223872765682746,0.07666923040929048,0.0,0.03833461509666581,23.725929744001746,0.5830934391073559,0.017953331777960924
10,baseline,0.006028010523504149,9.068559590917435,1.0082555073891244,0.08060304143459257,0.0,0.27717563488345215,7.861729697904725,0.38296758459098096,0.0747876212918672,0.0,0.037393810605441315,23.891822427943133,0.47977670130954275,0.015733801773276882
